Index  Binary       Word      Braille6  Braille8  ShortBraille8  Braille8NumbersRaised                            
163    00010100011  behave    ⠃⠑⠓⠁⠧⠑    ⠃⣑⢓⡁⣧⣑    ⠃ ⣑ ⢓ ⡁        12 1578 1258 17 123678 1578                      
164    00010100100  behind    ⠃⠑⠓⠊⠝⠙    ⠃⣑⢓⣊⠝⡙    ⠃ ⣑ ⢓ ⣊        12 1578 1258 2478 1345 1457                      
165    00010100101  believe   ⠃⠑⠇⠊⠑⠧⠑   ⠃⣑⡇⣊⣑⣧⣑   ⠃ ⣑ ⡇ ⣊        12 1578 1237 2478 1578 123678 1578               
166    00010100110  below     ⠃⠑⠇⠕⠺     ⠃⣑⡇⢕⣺     ⠃ ⣑ ⡇ ⢕        12 1578 1237 1358 245678                         
167    00010100111  belt      ⠃⠑⠇⠞      ⠃⣑⡇⠞      ⠃ ⣑ ⡇ ⠞        12 1578 1237 2345                                
168    00010101000  bench     ⠃⠑⠝⠉⠓     ⠃⣑⠝⣉⢓     ⠃ ⣑ ⠝ ⣉        12 1578 1345 1478 1258                           
169    00010101001  benefit   ⠃⠑⠝⠑⠋⠊⠞   ⠃⣑⠝⣑⢋⣊⠞   ⠃ ⣑ ⠝ ⣑        12 1578 1345 1578 1248 2478 2345                 
170    00010101010  best      ⠃⠑⠎⠞      ⠃⣑⢎⠞      ⠃ ⣑ ⢎ ⠞        12 1578 2348 2345                                
171    00010101011  betray    ⠃⠑⠞⠗⠁⠽    ⠃⣑⠞⣗⡁⢽    ⠃ ⣑ ⠞ ⣗        12 1578 2345 123578 17 134568                    
172    00010101100  better    ⠃⠑⠞⠞⠑⠗    ⠃⣑⠞⠞⣑⣗    ⠃ ⣑ ⠞ ⠞        12 1578 2345 2345 1578 123578                    
173    00010101101  between   ⠃⠑⠞⠺⠑⠑⠝   ⠃⣑⠞⣺⣑⣑⠝   ⠃ ⣑ ⠞ ⣺        12 1578 2345 245678 1578 1578 1345               
174    00010101110  beyond    ⠃⠑⠽⠕⠝⠙    ⠃⣑⢽⢕⠝⡙    ⠃ ⣑ ⢽ ⢕        12 1578 134568 1358 1345 1457                    
175    00010101111  bicycle   ⠃⠊⠉⠽⠉⠇⠑   ⠃⣊⣉⢽⣉⡇⣑   ⠃ ⣊ ⣉ ⢽        12 2478 1478 134568 1478 1237 1578               
176    00010110000  bid       ⠃⠊⠙       ⠃⣊⡙       ⠃ ⣊ ⡙          12 2478 1457                                     
177    00010110001  bike      ⠃⠊⠅⠑      ⠃⣊⠅⣑      ⠃ ⣊ ⠅ ⣑        12 2478 13 1578                                  
178    00010110010  bind      ⠃⠊⠝⠙      ⠃⣊⠝⡙      ⠃ ⣊ ⠝ ⡙        12 2478 1345 1457                                
179    00010110011  biology   ⠃⠊⠕⠇⠕⠛⠽   ⠃⣊⢕⡇⢕⠛⢽   ⠃ ⣊ ⢕ ⡇        12 2478 1358 1237 1358 1245 134568               
180    00010110100  bird      ⠃⠊⠗⠙      ⠃⣊⣗⡙      ⠃ ⣊ ⣗ ⡙        12 2478 123578 1457                              
181    00010110101  birth     ⠃⠊⠗⠞⠓     ⠃⣊⣗⠞⢓     ⠃ ⣊ ⣗ ⠞        12 2478 123578 2345 1258                         
182    00010110110  bitter    ⠃⠊⠞⠞⠑⠗    ⠃⣊⠞⠞⣑⣗    ⠃ ⣊ ⠞ ⠞        12 2478 2345 2345 1578 123578                    
183    00010110111  black     ⠃⠇⠁⠉⠅     ⠃⡇⡁⣉⠅     ⠃ ⡇ ⡁ ⣉        12 1237 17 1478 13                               
184    00010111000  blade     ⠃⠇⠁⠙⠑     ⠃⡇⡁⡙⣑     ⠃ ⡇ ⡁ ⡙        12 1237 17 1457 1578                             
185    00010111001  blame     ⠃⠇⠁⠍⠑     ⠃⡇⡁⢍⣑     ⠃ ⡇ ⡁ ⢍        12 1237 17 1348 1578                             
186    00010111010  blanket   ⠃⠇⠁⠝⠅⠑⠞   ⠃⡇⡁⠝⠅⣑⠞   ⠃ ⡇ ⡁ ⠝        12 1237 17 1345 13 1578 2345                     
187    00010111011  blast     ⠃⠇⠁⠎⠞     ⠃⡇⡁⢎⠞     ⠃ ⡇ ⡁ ⢎        12 1237 17 2348 2345                             
188    00010111100  bleak     ⠃⠇⠑⠁⠅     ⠃⡇⣑⡁⠅     ⠃ ⡇ ⣑ ⡁        12 1237 1578 17 13                               
189    00010111101  bless     ⠃⠇⠑⠎⠎     ⠃⡇⣑⢎⢎     ⠃ ⡇ ⣑ ⢎        12 1237 1578 2348 2348                           
190    00010111110  blind     ⠃⠇⠊⠝⠙     ⠃⡇⣊⠝⡙     ⠃ ⡇ ⣊ ⠝        12 1237 2478 1345 1457                           
191    00010111111  blood     ⠃⠇⠕⠕⠙     ⠃⡇⢕⢕⡙     ⠃ ⡇ ⢕ ⢕        12 1237 1358 1358 1457                           
192    00011000000  blossom   ⠃⠇⠕⠎⠎⠕⠍   ⠃⡇⢕⢎⢎⢕⢍   ⠃ ⡇ ⢕ ⢎        12 1237 1358 2348 2348 1358 1348                 
193    00011000001  blouse    ⠃⠇⠕⠥⠎⠑    ⠃⡇⢕⢥⢎⣑    ⠃ ⡇ ⢕ ⢥        12 1237 1358 1368 2348 1578                      
194    00011000010  blue      ⠃⠇⠥⠑      ⠃⡇⢥⣑      ⠃ ⡇ ⢥ ⣑        12 1237 1368 1578                                
195    00011000011  blur      ⠃⠇⠥⠗      ⠃⡇⢥⣗      ⠃ ⡇ ⢥ ⣗        12 1237 1368 123578                              
196    00011000100  blush     ⠃⠇⠥⠎⠓     ⠃⡇⢥⢎⢓     ⠃ ⡇ ⢥ ⢎        12 1237 1368 2348 1258                           
197    00011000101  board     ⠃⠕⠁⠗⠙     ⠃⢕⡁⣗⡙     ⠃ ⢕ ⡁ ⣗        12 1358 17 123578 1457                           
198    00011000110  boat      ⠃⠕⠁⠞      ⠃⢕⡁⠞      ⠃ ⢕ ⡁ ⠞        12 1358 17 2345                                  
199    00011000111  body      ⠃⠕⠙⠽      ⠃⢕⡙⢽      ⠃ ⢕ ⡙ ⢽        12 1358 1457 134568                              
200    00011001000  boil      ⠃⠕⠊⠇      ⠃⢕⣊⡇      ⠃ ⢕ ⣊ ⡇        12 1358 2478 1237                                
201    00011001001  bomb      ⠃⠕⠍⠃      ⠃⢕⢍⠃      ⠃ ⢕ ⢍ ⠃        12 1358 1348 12                                  
202    00011001010  bone      ⠃⠕⠝⠑      ⠃⢕⠝⣑      ⠃ ⢕ ⠝ ⣑        12 1358 1345 1578                                
203    00011001011  bonus     ⠃⠕⠝⠥⠎     ⠃⢕⠝⢥⢎     ⠃ ⢕ ⠝ ⢥        12 1358 1345 1368 2348                           
204    00011001100  book      ⠃⠕⠕⠅      ⠃⢕⢕⠅      ⠃ ⢕ ⢕ ⠅        12 1358 1358 13                                  
205    00011001101  boost     ⠃⠕⠕⠎⠞     ⠃⢕⢕⢎⠞     ⠃ ⢕ ⢕ ⢎        12 1358 1358 2348 2345                           
206    00011001110  border    ⠃⠕⠗⠙⠑⠗    ⠃⢕⣗⡙⣑⣗    ⠃ ⢕ ⣗ ⡙        12 1358 123578 1457 1578 123578                  
207    00011001111  boring    ⠃⠕⠗⠊⠝⠛    ⠃⢕⣗⣊⠝⠛    ⠃ ⢕ ⣗ ⣊        12 1358 123578 2478 1345 1245                    
208    00011010000  borrow    ⠃⠕⠗⠗⠕⠺    ⠃⢕⣗⣗⢕⣺    ⠃ ⢕ ⣗ ⣗        12 1358 123578 123578 1358 245678                
209    00011010001  boss      ⠃⠕⠎⠎      ⠃⢕⢎⢎      ⠃ ⢕ ⢎ ⢎        12 1358 2348 2348                                
210    00011010010  bottom    ⠃⠕⠞⠞⠕⠍    ⠃⢕⠞⠞⢕⢍    ⠃ ⢕ ⠞ ⠞        12 1358 2345 2345 1358 1348                      
211    00011010011  bounce    ⠃⠕⠥⠝⠉⠑    ⠃⢕⢥⠝⣉⣑    ⠃ ⢕ ⢥ ⠝        12 1358 1368 1345 1478 1578                      
212    00011010100  box       ⠃⠕⠭       ⠃⢕⠭       ⠃ ⢕ ⠭          12 1358 1346                                     
213    00011010101  boy       ⠃⠕⠽       ⠃⢕⢽       ⠃ ⢕ ⢽          12 1358 134568                                   
214    00011010110  bracket   ⠃⠗⠁⠉⠅⠑⠞   ⠃⣗⡁⣉⠅⣑⠞   ⠃ ⣗ ⡁ ⣉        12 123578 17 1478 13 1578 2345                   
215    00011010111  brain     ⠃⠗⠁⠊⠝     ⠃⣗⡁⣊⠝     ⠃ ⣗ ⡁ ⣊        12 123578 17 2478 1345                           
216    00011011000  brand     ⠃⠗⠁⠝⠙     ⠃⣗⡁⠝⡙     ⠃ ⣗ ⡁ ⠝        12 123578 17 1345 1457                           
217    00011011001  brass     ⠃⠗⠁⠎⠎     ⠃⣗⡁⢎⢎     ⠃ ⣗ ⡁ ⢎        12 123578 17 2348 2348                           
218    00011011010  brave     ⠃⠗⠁⠧⠑     ⠃⣗⡁⣧⣑     ⠃ ⣗ ⡁ ⣧        12 123578 17 123678 1578                         
219    00011011011  bread     ⠃⠗⠑⠁⠙     ⠃⣗⣑⡁⡙     ⠃ ⣗ ⣑ ⡁        12 123578 1578 17 1457                           
220    00011011100  breeze    ⠃⠗⠑⠑⠵⠑    ⠃⣗⣑⣑⠵⣑    ⠃ ⣗ ⣑ ⣑        12 123578 1578 1578 1356 1578                    
221    00011011101  brick     ⠃⠗⠊⠉⠅     ⠃⣗⣊⣉⠅     ⠃ ⣗ ⣊ ⣉        12 123578 2478 1478 13                           
222    00011011110  bridge    ⠃⠗⠊⠙⠛⠑    ⠃⣗⣊⡙⠛⣑    ⠃ ⣗ ⣊ ⡙        12 123578 2478 1457 1245 1578                    
223    00011011111  brief     ⠃⠗⠊⠑⠋     ⠃⣗⣊⣑⢋     ⠃ ⣗ ⣊ ⣑        12 123578 2478 1578 1248                         
224    00011100000  bright    ⠃⠗⠊⠛⠓⠞    ⠃⣗⣊⠛⢓⠞    ⠃ ⣗ ⣊ ⠛        12 123578 2478 1245 1258 2345                    
225    00011100001  bring     ⠃⠗⠊⠝⠛     ⠃⣗⣊⠝⠛     ⠃ ⣗ ⣊ ⠝        12 123578 2478 1345 1245                         
226    00011100010  brisk     ⠃⠗⠊⠎⠅     ⠃⣗⣊⢎⠅     ⠃ ⣗ ⣊ ⢎        12 123578 2478 2348 13                           
227    00011100011  broccoli  ⠃⠗⠕⠉⠉⠕⠇⠊  ⠃⣗⢕⣉⣉⢕⡇⣊  ⠃ ⣗ ⢕ ⣉        12 123578 1358 1478 1478 1358 1237 2478          
228    00011100100  broken    ⠃⠗⠕⠅⠑⠝    ⠃⣗⢕⠅⣑⠝    ⠃ ⣗ ⢕ ⠅        12 123578 1358 13 1578 1345                      
229    00011100101  bronze    ⠃⠗⠕⠝⠵⠑    ⠃⣗⢕⠝⠵⣑    ⠃ ⣗ ⢕ ⠝        12 123578 1358 1345 1356 1578                    
230    00011100110  broom     ⠃⠗⠕⠕⠍     ⠃⣗⢕⢕⢍     ⠃ ⣗ ⢕ ⢕        12 123578 1358 1358 1348                         
231    00011100111  brother   ⠃⠗⠕⠞⠓⠑⠗   ⠃⣗⢕⠞⢓⣑⣗   ⠃ ⣗ ⢕ ⠞        12 123578 1358 2345 1258 1578 123578             
232    00011101000  brown     ⠃⠗⠕⠺⠝     ⠃⣗⢕⣺⠝     ⠃ ⣗ ⢕ ⣺        12 123578 1358 245678 1345                       
233    00011101001  brush     ⠃⠗⠥⠎⠓     ⠃⣗⢥⢎⢓     ⠃ ⣗ ⢥ ⢎        12 123578 1368 2348 1258                         
234    00011101010  bubble    ⠃⠥⠃⠃⠇⠑    ⠃⢥⠃⠃⡇⣑    ⠃ ⢥ ⠃ ⠃        12 1368 12 12 1237 1578                          
235    00011101011  buddy     ⠃⠥⠙⠙⠽     ⠃⢥⡙⡙⢽     ⠃ ⢥ ⡙ ⡙        12 1368 1457 1457 134568                         
236    00011101100  budget    ⠃⠥⠙⠛⠑⠞    ⠃⢥⡙⠛⣑⠞    ⠃ ⢥ ⡙ ⠛        12 1368 1457 1245 1578 2345                      
237    00011101101  buffalo   ⠃⠥⠋⠋⠁⠇⠕   ⠃⢥⢋⢋⡁⡇⢕   ⠃ ⢥ ⢋ ⢋        12 1368 1248 1248 17 1237 1358                   
238    00011101110  build     ⠃⠥⠊⠇⠙     ⠃⢥⣊⡇⡙     ⠃ ⢥ ⣊ ⡇        12 1368 2478 1237 1457                           
239    00011101111  bulb      ⠃⠥⠇⠃      ⠃⢥⡇⠃      ⠃ ⢥ ⡇ ⠃        12 1368 1237 12                                  
240    00011110000  bulk      ⠃⠥⠇⠅      ⠃⢥⡇⠅      ⠃ ⢥ ⡇ ⠅        12 1368 1237 13                                  
241    00011110001  bullet    ⠃⠥⠇⠇⠑⠞    ⠃⢥⡇⡇⣑⠞    ⠃ ⢥ ⡇ ⡇        12 1368 1237 1237 1578 2345                      
242    00011110010  bundle    ⠃⠥⠝⠙⠇⠑    ⠃⢥⠝⡙⡇⣑    ⠃ ⢥ ⠝ ⡙        12 1368 1345 1457 1237 1578                      
243    00011110011  bunker    ⠃⠥⠝⠅⠑⠗    ⠃⢥⠝⠅⣑⣗    ⠃ ⢥ ⠝ ⠅        12 1368 1345 13 1578 123578                      
244    00011110100  burden    ⠃⠥⠗⠙⠑⠝    ⠃⢥⣗⡙⣑⠝    ⠃ ⢥ ⣗ ⡙        12 1368 123578 1457 1578 1345                    
245    00011110101  burger    ⠃⠥⠗⠛⠑⠗    ⠃⢥⣗⠛⣑⣗    ⠃ ⢥ ⣗ ⠛        12 1368 123578 1245 1578 123578                  
246    00011110110  burst     ⠃⠥⠗⠎⠞     ⠃⢥⣗⢎⠞     ⠃ ⢥ ⣗ ⢎        12 1368 123578 2348 2345                         
247    00011110111  bus       ⠃⠥⠎       ⠃⢥⢎       ⠃ ⢥ ⢎          12 1368 2348                                     
248    00011111000  business  ⠃⠥⠎⠊⠝⠑⠎⠎  ⠃⢥⢎⣊⠝⣑⢎⢎  ⠃ ⢥ ⢎ ⣊        12 1368 2348 2478 1345 1578 2348 2348            
249    00011111001  busy      ⠃⠥⠎⠽      ⠃⢥⢎⢽      ⠃ ⢥ ⢎ ⢽        12 1368 2348 134568                              
250    00011111010  butter    ⠃⠥⠞⠞⠑⠗    ⠃⢥⠞⠞⣑⣗    ⠃ ⢥ ⠞ ⠞        12 1368 2345 2345 1578 123578                    
251    00011111011  buyer     ⠃⠥⠽⠑⠗     ⠃⢥⢽⣑⣗     ⠃ ⢥ ⢽ ⣑        12 1368 134568 1578 123578                       
252    00011111100  buzz      ⠃⠥⠵⠵      ⠃⢥⠵⠵      ⠃ ⢥ ⠵ ⠵        12 1368 1356 1356                                
253    00011111101  cabbage   ⠉⠁⠃⠃⠁⠛⠑   ⣉⡁⠃⠃⡁⠛⣑   ⣉ ⡁ ⠃ ⠃        1478 17 12 12 17 1245 1578                       
254    00011111110  cabin     ⠉⠁⠃⠊⠝     ⣉⡁⠃⣊⠝     ⣉ ⡁ ⠃ ⣊        1478 17 12 2478 1345                             
255    00011111111  cable     ⠉⠁⠃⠇⠑     ⣉⡁⠃⡇⣑     ⣉ ⡁ ⠃ ⡇        1478 17 12 1237 1578                             
256    00100000000  cactus    ⠉⠁⠉⠞⠥⠎    ⣉⡁⣉⠞⢥⢎    ⣉ ⡁ ⣉ ⠞        1478 17 1478 2345 1368 2348                      
257    00100000001  cage      ⠉⠁⠛⠑      ⣉⡁⠛⣑      ⣉ ⡁ ⠛ ⣑        1478 17 1245 1578                                
258    00100000010  cake      ⠉⠁⠅⠑      ⣉⡁⠅⣑      ⣉ ⡁ ⠅ ⣑        1478 17 13 1578                                  
259    00100000011  call      ⠉⠁⠇⠇      ⣉⡁⡇⡇      ⣉ ⡁ ⡇ ⡇        1478 17 1237 1237                                
260    00100000100  calm      ⠉⠁⠇⠍      ⣉⡁⡇⢍      ⣉ ⡁ ⡇ ⢍        1478 17 1237 1348                                
261    00100000101  camera    ⠉⠁⠍⠑⠗⠁    ⣉⡁⢍⣑⣗⡁    ⣉ ⡁ ⢍ ⣑        1478 17 1348 1578 123578 17                      
262    00100000110  camp      ⠉⠁⠍⠏      ⣉⡁⢍⣏      ⣉ ⡁ ⢍ ⣏        1478 17 1348 123478                              
263    00100000111  can       ⠉⠁⠝       ⣉⡁⠝       ⣉ ⡁ ⠝          1478 17 1345                                     
264    00100001000  canal     ⠉⠁⠝⠁⠇     ⣉⡁⠝⡁⡇     ⣉ ⡁ ⠝ ⡁        1478 17 1345 17 1237                             
265    00100001001  cancel    ⠉⠁⠝⠉⠑⠇    ⣉⡁⠝⣉⣑⡇    ⣉ ⡁ ⠝ ⣉        1478 17 1345 1478 1578 1237                      
266    00100001010  candy     ⠉⠁⠝⠙⠽     ⣉⡁⠝⡙⢽     ⣉ ⡁ ⠝ ⡙        1478 17 1345 1457 134568                         
267    00100001011  cannon    ⠉⠁⠝⠝⠕⠝    ⣉⡁⠝⠝⢕⠝    ⣉ ⡁ ⠝ ⠝        1478 17 1345 1345 1358 1345                      
268    00100001100  canoe     ⠉⠁⠝⠕⠑     ⣉⡁⠝⢕⣑     ⣉ ⡁ ⠝ ⢕        1478 17 1345 1358 1578                           
269    00100001101  canvas    ⠉⠁⠝⠧⠁⠎    ⣉⡁⠝⣧⡁⢎    ⣉ ⡁ ⠝ ⣧        1478 17 1345 123678 17 2348                      
270    00100001110  canyon    ⠉⠁⠝⠽⠕⠝    ⣉⡁⠝⢽⢕⠝    ⣉ ⡁ ⠝ ⢽        1478 17 1345 134568 1358 1345                    
271    00100001111  capable   ⠉⠁⠏⠁⠃⠇⠑   ⣉⡁⣏⡁⠃⡇⣑   ⣉ ⡁ ⣏ ⡁        1478 17 123478 17 12 1237 1578                   
272    00100010000  capital   ⠉⠁⠏⠊⠞⠁⠇   ⣉⡁⣏⣊⠞⡁⡇   ⣉ ⡁ ⣏ ⣊        1478 17 123478 2478 2345 17 1237                 
273    00100010001  captain   ⠉⠁⠏⠞⠁⠊⠝   ⣉⡁⣏⠞⡁⣊⠝   ⣉ ⡁ ⣏ ⠞        1478 17 123478 2345 17 2478 1345                 
274    00100010010  car       ⠉⠁⠗       ⣉⡁⣗       ⣉ ⡁ ⣗          1478 17 123578                                   
275    00100010011  carbon    ⠉⠁⠗⠃⠕⠝    ⣉⡁⣗⠃⢕⠝    ⣉ ⡁ ⣗ ⠃        1478 17 123578 12 1358 1345                      
276    00100010100  card      ⠉⠁⠗⠙      ⣉⡁⣗⡙      ⣉ ⡁ ⣗ ⡙        1478 17 123578 1457                              
277    00100010101  cargo     ⠉⠁⠗⠛⠕     ⣉⡁⣗⠛⢕     ⣉ ⡁ ⣗ ⠛        1478 17 123578 1245 1358                         
278    00100010110  carpet    ⠉⠁⠗⠏⠑⠞    ⣉⡁⣗⣏⣑⠞    ⣉ ⡁ ⣗ ⣏        1478 17 123578 123478 1578 2345                  
279    00100010111  carry     ⠉⠁⠗⠗⠽     ⣉⡁⣗⣗⢽     ⣉ ⡁ ⣗ ⣗        1478 17 123578 123578 134568                     
280    00100011000  cart      ⠉⠁⠗⠞      ⣉⡁⣗⠞      ⣉ ⡁ ⣗ ⠞        1478 17 123578 2345                              
281    00100011001  case      ⠉⠁⠎⠑      ⣉⡁⢎⣑      ⣉ ⡁ ⢎ ⣑        1478 17 2348 1578                                
282    00100011010  cash      ⠉⠁⠎⠓      ⣉⡁⢎⢓      ⣉ ⡁ ⢎ ⢓        1478 17 2348 1258                                
283    00100011011  casino    ⠉⠁⠎⠊⠝⠕    ⣉⡁⢎⣊⠝⢕    ⣉ ⡁ ⢎ ⣊        1478 17 2348 2478 1345 1358                      
284    00100011100  castle    ⠉⠁⠎⠞⠇⠑    ⣉⡁⢎⠞⡇⣑    ⣉ ⡁ ⢎ ⠞        1478 17 2348 2345 1237 1578                      
285    00100011101  casual    ⠉⠁⠎⠥⠁⠇    ⣉⡁⢎⢥⡁⡇    ⣉ ⡁ ⢎ ⢥        1478 17 2348 1368 17 1237                        
286    00100011110  cat       ⠉⠁⠞       ⣉⡁⠞       ⣉ ⡁ ⠞          1478 17 2345                                     
287    00100011111  catalog   ⠉⠁⠞⠁⠇⠕⠛   ⣉⡁⠞⡁⡇⢕⠛   ⣉ ⡁ ⠞ ⡁        1478 17 2345 17 1237 1358 1245                   
288    00100100000  catch     ⠉⠁⠞⠉⠓     ⣉⡁⠞⣉⢓     ⣉ ⡁ ⠞ ⣉        1478 17 2345 1478 1258                           
289    00100100001  category  ⠉⠁⠞⠑⠛⠕⠗⠽  ⣉⡁⠞⣑⠛⢕⣗⢽  ⣉ ⡁ ⠞ ⣑        1478 17 2345 1578 1245 1358 123578 134568        
290    00100100010  cattle    ⠉⠁⠞⠞⠇⠑    ⣉⡁⠞⠞⡇⣑    ⣉ ⡁ ⠞ ⠞        1478 17 2345 2345 1237 1578                      
291    00100100011  caught    ⠉⠁⠥⠛⠓⠞    ⣉⡁⢥⠛⢓⠞    ⣉ ⡁ ⢥ ⠛        1478 17 1368 1245 1258 2345                      
292    00100100100  cause     ⠉⠁⠥⠎⠑     ⣉⡁⢥⢎⣑     ⣉ ⡁ ⢥ ⢎        1478 17 1368 2348 1578                           
293    00100100101  caution   ⠉⠁⠥⠞⠊⠕⠝   ⣉⡁⢥⠞⣊⢕⠝   ⣉ ⡁ ⢥ ⠞        1478 17 1368 2345 2478 1358 1345                 
294    00100100110  cave      ⠉⠁⠧⠑      ⣉⡁⣧⣑      ⣉ ⡁ ⣧ ⣑        1478 17 123678 1578                              
295    00100100111  ceiling   ⠉⠑⠊⠇⠊⠝⠛   ⣉⣑⣊⡇⣊⠝⠛   ⣉ ⣑ ⣊ ⡇        1478 1578 2478 1237 2478 1345 1245               
296    00100101000  celery    ⠉⠑⠇⠑⠗⠽    ⣉⣑⡇⣑⣗⢽    ⣉ ⣑ ⡇ ⣑        1478 1578 1237 1578 123578 134568                
297    00100101001  cement    ⠉⠑⠍⠑⠝⠞    ⣉⣑⢍⣑⠝⠞    ⣉ ⣑ ⢍ ⣑        1478 1578 1348 1578 1345 2345                    
298    00100101010  census    ⠉⠑⠝⠎⠥⠎    ⣉⣑⠝⢎⢥⢎    ⣉ ⣑ ⠝ ⢎        1478 1578 1345 2348 1368 2348                    
299    00100101011  century   ⠉⠑⠝⠞⠥⠗⠽   ⣉⣑⠝⠞⢥⣗⢽   ⣉ ⣑ ⠝ ⠞        1478 1578 1345 2345 1368 123578 134568           
300    00100101100  cereal    ⠉⠑⠗⠑⠁⠇    ⣉⣑⣗⣑⡁⡇    ⣉ ⣑ ⣗ ⣑        1478 1578 123578 1578 17 1237                    
301    00100101101  certain   ⠉⠑⠗⠞⠁⠊⠝   ⣉⣑⣗⠞⡁⣊⠝   ⣉ ⣑ ⣗ ⠞        1478 1578 123578 2345 17 2478 1345               
302    00100101110  chair     ⠉⠓⠁⠊⠗     ⣉⢓⡁⣊⣗     ⣉ ⢓ ⡁ ⣊        1478 1258 17 2478 123578                         
303    00100101111  chalk     ⠉⠓⠁⠇⠅     ⣉⢓⡁⡇⠅     ⣉ ⢓ ⡁ ⡇        1478 1258 17 1237 13                             
304    00100110000  champion  ⠉⠓⠁⠍⠏⠊⠕⠝  ⣉⢓⡁⢍⣏⣊⢕⠝  ⣉ ⢓ ⡁ ⢍        1478 1258 17 1348 123478 2478 1358 1345          
305    00100110001  change    ⠉⠓⠁⠝⠛⠑    ⣉⢓⡁⠝⠛⣑    ⣉ ⢓ ⡁ ⠝        1478 1258 17 1345 1245 1578                      
306    00100110010  chaos     ⠉⠓⠁⠕⠎     ⣉⢓⡁⢕⢎     ⣉ ⢓ ⡁ ⢕        1478 1258 17 1358 2348                           
307    00100110011  chapter   ⠉⠓⠁⠏⠞⠑⠗   ⣉⢓⡁⣏⠞⣑⣗   ⣉ ⢓ ⡁ ⣏        1478 1258 17 123478 2345 1578 123578             
308    00100110100  charge    ⠉⠓⠁⠗⠛⠑    ⣉⢓⡁⣗⠛⣑    ⣉ ⢓ ⡁ ⣗        1478 1258 17 123578 1245 1578                    
309    00100110101  chase     ⠉⠓⠁⠎⠑     ⣉⢓⡁⢎⣑     ⣉ ⢓ ⡁ ⢎        1478 1258 17 2348 1578                           
